MAYV,Species,TrophicGuild,Fruit,Leaves,Flowers,Seeds,Animal,Gums,Nectar,Other,IUCN,Pop_T,BodyMass,HomeRange,X1.1_ActivityCycle,X13.1_AdultHeadBodyLen_mm,X3.1_AgeatFirstBirth_d,X6.1_DietBreadth,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X21.1_PopulationDensity_n.km2,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X16.2_LittersPerYear_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Aridity (precip/PET),BodySizeRatio (AdultBodyMass/NeonateBodyMass),RelAgeSexMat (Age at sexual maturity/maximum longevity)
0,Pithecia aequatorialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,D,2.25,NA,3,NA,NA,3,NA,1,NA,NA,NA,NA,178.8,NA,NA,NA,NA,2,1,NA,NA,113679.06,-0.48,-4.44,-2.46,-73.29,-77.85,-75.57,1,2.82,1,0.16,263.1,271.05,1400.17,1401.72,0.187697971,NA,NA
0,Pithecia albicans,Frugivore,34,9.5,6.5,46.2,0.4,NA,NA,3.4,LC,D,3,172.4,3,394.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39,NA,4.6,NA,NA,NA,NA,80794.37,-2.73,-5.63,-4.18,-62.08,-66.52,-64.3,0,1.11,0,0.08,176.07,263.33,1556.02,1598.37,0.110155971,NA,NA
0,Pithecia irrorata,Frugivore,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,2.16,35.9,3,399.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,4.4,NA,NA,NA,NA,1135691.52,-2.25,-14.05,-8.15,-55.26,-71.45,-63.36,0,2.29,0,0.22,176.67,250.5,1388.46,1574.46,0.112209901,NA,NA
0,Pithecia monachus,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,2.36,25.85,3,411.8,NA,4,NA,1,NA,NA,NA,1.02,295.2,119.85,8,NA,2.5,2,2,NA,NA,2272018.67,1.47,-14.05,-6.29,-55.26,-77.85,-66.56,0,2.44,0,0.16,193.57,254.89,1427.32,1537.82,0.125872989,0.019691281,NA
1,Pithecia pithecia,Frugivore,95.3,0,6.7,NA,NA,NA,NA,NA,LC,NA,1.76,48.36,3,346.44,759.2,2,161.13,1,0.04,0.07,448.03,1.01,248.4,NA,4.19,1089.37,2.7,2,1,113.15,0.99,1037797.75,8.86,-3.02,2.92,-49.88,-61.71,-55.79,0,3.17,0,0.1,156.99,254.2,1467.74,1698.92,0.092405764,NA,4.385547504
0,Plecturocebus baptista,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10656.1,-2.37,-3.95,-3.16,-56.41,-58.99,-57.7,1,4.41,1,0.13,141.91,262.58,1442.74,1647.66,0.086128206,NA,NA
0,Plecturocebus bernhardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Plecturocebus brunneus,Frugivore,78,18,NA,NA,2,NA,NA,2,LC,NA,0.83,3.9,3,NA,NA,NA,NA,1,0.04,0.06,NA,1.02,NA,NA,NA,NA,2.5,2,NA,NA,NA,137589.11,-7.82,-12.33,-10.07,-61.45,-65.09,-63.27,0,5.95,1,0.44,173.37,244.48,1299.02,1578.08,0.109861351,NA,NA
0,Plecturocebus caligatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,1.02,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Plecturocebus cinerascens,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,0.74,NA,3,NA,NA,NA,NA,1,NA,NA,NA,1.02,NA,NA,NA,NA,1,2,NA,NA,NA,113467.5,-4.32,-12.46,-8.39,-58.37,-60.42,-59.39,0,0.52,0,0.34,180.52,248.44,1301.24,1525.97,0.118298525,NA,NA
0,Plecturocebus cupreus,Frugivore,76,8.33,2,NA,13.6,NA,NA,NA,LC,NA,1.07,25,3,354.99,NA,NA,129.25,1,NA,NA,395.41,1.01,NA,73.6,4.89,NA,2.05,2,NA,201.85,1.05,690923.14,-2.5,-10.67,-6.58,-61.59,-74.92,-68.25,0,1.07,0,0.05,196.01,255.36,1529.55,1573.18,0.12459477,0.014538043,NA
0,Plecturocebus discolor,Frugivore,63,31,6,NA,NA,NA,NA,NA,LC,NA,1.01,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Plecturocebus donacophilus,Frugivore,NA,NA,NA,NA,NA,NA,NA,NA,LC,D,0.95,54.5,3,NA,NA,NA,NA,1,NA,NA,NA,1.02,NA,NA,NA,NA,1,2,NA,NA,NA,288759.02,-10.45,-21.29,-15.87,-57.52,-67.21,-62.37,0,3.63,0,0.17,108.93,244.32,1238.19,1469.11,0.074146932,NA,NA
0,Plecturocebus hoffmannsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,1.06,NA,3,NA,NA,NA,NA,1,NA,NA,NA,1.02,NA,NA,NA,NA,1,2,NA,NA,NA,98076.46,-1.95,-6,-3.97,-54.87,-59.21,-57.04,0,2.6,0,0.1,158.41,258.18,1417.63,1610.4,0.098366865,NA,NA
0,Plecturocebus modestus,Frugivore,65.81,NA,14.47,NA,10.93,NA,NA,8.79,EN,D,0.8,NA,3,NA,NA,NA,NA,1,NA,NA,NA,1.02,NA,NA,NA,NA,1,2,NA,NA,NA,17288.42,-14.25,-15.67,-14.96,-65.93,-67.39,-66.66,1,2.76,1,0.47,119.01,225.42,1432.14,1548.82,0.076839142,NA,NA
0,Plecturocebus moloch,Folivore_frugivore or Omnivore,51,34.5,NA,NA,14,NA,NA,NA,LC,NA,0.99,8.1,3,358.65,1095,3,164,1,0.02,0.03,365,1.01,303.6,74.4,18.43,1262.74,2.95,2,2,58.85,1.1,911442.78,-1.3,-14.1,-7.7,-48.19,-58.29,-53.24,0,2.4,0,0.13,174.03,246.08,1330.45,1530.29,0.113723543,0.013306452,4.159222661
0,Plecturocebus oenanthe,Omnivore,59,NA,NA,NA,19.5,NA,NA,21.5,CR,D,0.8,2.3,3,NA,NA,NA,NA,1,NA,NA,NA,1.02,NA,NA,NA,NA,1,2,NA,NA,NA,5807.21,-5.16,-5.98,-5.57,-76.96,-77.67,-77.31,2,8.33,2,0.06,139.67,220.5,1287.01,1394.99,0.100122582,NA,NA
0,Plecturocebus olallae,Folivore_frugivore,47.57,39.09,NA,NA,NA,NA,NA,14.34,EN,D,0.8,10,3,NA,NA,NA,NA,1,NA,NA,NA,1.02,NA,NA,NA,NA,1,2,NA,NA,NA,17288.42,-14.25,-15.67,-14.96,-65.93,-67.39,-66.66,1,2.76,1,0.47,119.01,225.42,1432.14,1548.82,0.076839142,NA,NA
0,Plecturocebus ornatus,Frugivore,NA,NA,NA,NA,NA,NA,NA,NA,VU,D,1.17,7.4575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23066.97,4.38,2.18,3.28,-73.68,-74.77,-74.23,1,104.04,1,0.12,130.8,209.3,1484.71,1507.5,0.086766169,NA,NA
0,Plecturocebus pallescens,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,LC,S,0.8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93328.33,-16.39,-21.29,-18.84,-57.52,-61.25,-59.39,0,0.63,0,0.1,86.34,258.42,1071.44,1315.57,0.065629347,NA,NA
0,Plecturocebus stephennashi,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,Saguinus bicolor,Frugivore,96.1,NA,0.9,NA,NA,3,NA,NA,EN,D,0.43,35.25,3,239.99,NA,4,158.16,1,NA,NA,NA,2,NA,NA,NA,NA,6.7,2,2,NA,NA,65246.44,-0.29,-3.18,-1.74,-55.97,-60.83,-58.4,0,10.73,0,0.11,129.99,262.18,1446.91,1659.31,0.078339792,NA,NA
0,Saguinus geoffroyi,Omnivore,38.4,NA,NA,NA,40,14.4,NA,7.2,LC,D,0.49,34.5,3,NA,NA,4,NA,1,0.16,NA,240.9,1.97,NA,47.84,5.13,NA,6.9,2,2,NA,1.35,76159.09,9.63,4.12,6.88,-76.7,-83.08,-79.89,2,26.56,3,0.11,279.43,259.25,1563.39,1738.35,0.160744384,0.010242475,NA
0,Saguinus imperator,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,LC,D,0.47,30,3,NA,NA,2,NA,1,0.22,0.3,NA,NA,242.4,46.55,18.39,NA,5,2,2,NA,NA,191381.63,-6.83,-11.63,-9.23,-67.77,-73.84,-70.81,0,1.22,0,0.07,212.79,249.4,1499.06,1570.9,0.135457381,0.01009667,NA
0,Saguinus inustus,Frugivore,100,NA,NA,NA,NA,NA,NA,NA,LC,S,0.69,35,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,266932.81,3.86,-2.56,0.64,-64.4,-72.02,-68.21,0,0.17,0,-0.05,246.37,249.39,1552.75,1566.58,0.157266147,NA,NA
0,Saguinus labiatus,Omnivore,58,NA,NA,NA,11,8,15,8,LC,S,0.51,24.85,3,NA,NA,NA,144.16,1,0.19,0.32,299.3,1.84,NA,40.67,14.08,NA,5.25,2,NA,NA,1.21,253794.53,-1.74,-11.07,-6.4,-59.06,-69.53,-64.29,0,2.41,0,0.15,168.04,256.81,1462.06,1604.76,0.104713477,0.012539956,NA
0,Saguinus leucopus,Frugivore,94.76,NA,2.05,NA,NA,NA,NA,3.19,EN,D,0.49,34.795,3,239.99,NA,5,142.5,1,NA,NA,NA,2,NA,43.76,10.57,NA,7.5,2,2,NA,NA,38875.35,8.78,3.82,6.3,-73.95,-75.81,-74.88,10,71.85,13,0.08,143.66,231.06,1499.56,1576.21,0.091142678,0.011197441,NA
0,Saguinus martinsi,Frugivore,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,0.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9116.87,-1.47,-2.38,-1.92,-56.42,-57.52,-56.97,0,1.59,0,0.04,133.29,260.49,1427.8,1655.7,0.080503714,NA,NA
1,Saguinus midas,Omnivore,47.1,NA,NA,NA,50.2,NA,NA,2.7,LC,S,0.56,35.75,3,264.21,730,4,138.24,1,0.05,0.09,206.83,2.02,184.8,39.78,10.98,841.82,5.55,2,2,69.6,1.46,1524401.32,8.02,-8.37,-0.17,-45.3,-64.84,-55.07,0,5.3,0,0.12,160.68,252.81,1441.49,1666.98,0.096389879,0.014077426,4.55530303
0,Saguinus mystax,Omnivore,42.3,NA,NA,NA,40.4,2.2,5.6,9.3,LC,S,0.53,86.43333333,3,NA,NA,5,148.28,1,0.21,NA,168.5,1.93,NA,46.65,30.98,556.85,5.4,2,2,NA,1.62,557860.63,-2.65,-9.82,-6.23,-62.13,-75.82,-68.98,0,1.19,0,0.08,194.85,256.43,1532.14,1569.05,0.124183423,0.0113612,NA
0,Saguinus niger,Frugivore,87.5,NA,NA,NA,9.4,3.1,NA,NA,VU,D,0.42,33.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295763.89,-0.08,-5.48,-2.78,-46.16,-52.57,-49.37,0,12.41,1,0.14,173.23,248.51,1422.58,1637.1,0.105815161,NA,NA
0,Saguinus oedipus,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,CR,D,0.41,21.45,3,239.99,942.91,4,166.49,1,0.06,0.17,233.06,1.9,277.2,41,45.52,680.38,7.05,2,2,49.85,1.38,51020.84,11.02,7.42,9.22,-74.57,-76.93,-75.75,6,168.35,13,0.1,120.29,263.43,1367.13,1586.07,0.075841545,0.01,2.454473304
0,Saimiri boliviensis,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,LC,D,0.88,375,3,309.99,NA,NA,157.79,NA,NA,NA,NA,1.02,NA,NA,28.7,NA,60,NA,NA,NA,NA,1686507.84,-2.7,-19.4,-11.05,-57.71,-76.44,-67.07,0,2.74,0,0.12,171.5,242.87,1417.91,1535.03,0.111724201,NA,NA
0,Saimiri oerstedii,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,VU,D,0.79,188,3,282.22,NA,2,161,1,0.1,NA,NA,1.01,NA,NA,128.8,NA,25.1,2,2,362.93,NA,6892.87,9.52,8.02,8.77,-82.32,-84.32,-83.32,16,68.37,16,0.12,228,265.74,1440,1755,0.12991453,NA,NA
1,Saimiri sciureus,Insectivore or Frugivore,92.6,0,7.4,NA,79,NA,NA,NA,LC,D,0.82,181,3,322,1073.25,3,164.09,1,0.68,0.65,383.25,1,324,107.5,36.09,1399.88,34.85,2,2,177.41,1.07,3166418.25,7.61,-8.91,-0.64,-44.29,-78.36,-61.33,0,4.63,0,0.11,186.86,253.03,1461.05,1606.65,0.116304111,0.007627907,4.320617284
0,Saimiri ustus,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NT,D,0.86,50,3,309.99,NA,NA,NA,1,NA,NA,NA,1.02,NA,NA,NA,NA,NA,2,NA,238.64,NA,1699438.17,-1.82,-16.14,-8.98,-50.75,-65.29,-58.02,0,2.61,0,0.21,168.78,248.88,1296.11,1528.97,0.110388039,NA,NA
0,Saimiri vanzolinii,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,VU,NA,0.8,80,3,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA,40,NA,NA,NA,NA,7011.35,-1.9,-2.66,-2.28,-66.75,-67.78,-67.26,0,0.62,0,0,231.87,258.49,1556.37,1556.37,0.148981283,NA,NA
1,Sapajus apella,Omnivore,50.9,3.5,3.5,3.5,38.6,NA,NA,NA,LC,D,3.01,355,3,422.69,2058.6,6,154.99,2,0.88,1.8,657,1.05,541.2,231.38,23.77,1760.81,7.9,2,2,263.12,0.81,10768851.82,7.12,-28.66,-10.77,-34.79,-78.14,-56.46,0,20.1,0,0.11,154.19,241.17,1291.77,1516.85,0.101651449,0.013008903,3.253529194
1,Sapajus libidinosus,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,LC,D,2.54,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500245.27,-14.16,-21.99,-18.08,-53.13,-61.36,-57.25,0,4.8,1,0.14,115.7,244.23,1235.91,1427.81,0.081033191,NA,NA
0,Sapajus nigritus,Omnivore,42,20,NA,NA,31,NA,3,4,NT,D,3.7,200.5,NA,435,NA,4,NA,2,1.47,NA,NA,1,528,NA,NA,2134.73,9.1,2,2,NA,NA,449987.63,-16.41,-29.8,-23.1,-39.36,-52.43,-45.9,5,108.64,12,0.06,126.58,189.75,1199.13,1336.26,0.094727074,NA,4.043049242
1,Sapajus xanthosternos,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,CR,D,2.875,846.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62866.63,-13.02,-15.16,-14.09,-39.39,-42.99,-41.19,9,29.07,11,0.08,116.23,216.59,1139.04,1398.71,0.083097997,NA,NA
